Hour,AT,BA,GR,HR,LV,PT,SI,SK
25,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
26,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
27,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
28,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
29,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
30,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
31,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
32,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
33,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
34,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
35,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
36,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
37,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
38,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
39,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
40,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
41,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
42,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
43,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
44,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
45,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
46,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
47,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
48,454.9363028295741,20.96568384539147,8.220676317805252,184.26702402946046,152.2002783129951,26.661926617784747,366.0826240073565,47.612110024096125
49,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
50,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
51,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
52,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
53,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
54,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
55,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
56,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
57,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
58,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
59,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
60,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
61,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
62,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
63,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
64,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
65,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
66,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
67,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
68,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
69,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
70,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
71,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
72,443.8084727931784,20.221233894945502,8.220676317805252,174.45726558714207,143.12577606508242,39.52143884043627,352.8503571180913,46.650056148324914
73,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
74,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
75,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
76,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
77,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
78,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
79,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
80,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
81,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
82,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
83,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
84,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
85,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
86,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
87,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
88,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
89,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
90,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
91,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
92,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
93,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
94,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
95,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
96,441.55028856933205,20.288503468780977,8.220676317805252,171.55670578193838,142.3589167201884,152.3124908653895,456.04387098219996,47.2808067026385
97,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
98,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
99,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
100,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
101,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
102,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
103,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
104,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
105,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
106,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
107,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
108,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
109,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
110,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
111,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
112,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
113,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
114,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
115,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
116,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
117,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
118,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
119,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
120,444.1597458946654,24.638602576808722,8.220676317805252,213.53334655837008,126.36137871976025,161.16225528287993,511.3347619199529,47.69493585446054
121,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
122,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
123,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
124,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
125,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
126,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
127,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
128,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
129,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
130,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
131,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
132,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
133,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
134,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
135,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
136,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
137,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
138,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
139,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
140,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
141,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
142,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
143,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
144,469.8152277711367,27.724033696729432,8.220676317805252,244.68992154460364,118.03243416827235,141.26154868005784,618.5554874460116,52.43512183839304
145,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
146,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
147,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
148,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
149,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
150,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
151,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
152,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
153,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
154,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
155,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
156,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
157,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
158,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
159,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
160,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
161,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
162,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
163,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
164,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
165,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
166,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
167,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
168,471.17013830544414,26.921283448959368,8.220676317805252,231.71887882020928,143.65831727681442,156.40269107434594,593.4535440794192,54.881669443003375
169,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
170,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
171,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
172,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
173,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
174,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
175,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
176,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
177,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
178,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
179,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
180,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
181,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
182,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
183,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
184,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
185,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
186,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
187,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
188,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
189,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
190,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
191,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
192,464.1572217436117,25.15433597621406,6.653418551395537,213.07707872384367,162.595482766003,52.494090518565336,565.1722230849717,53.766706341944
193,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
194,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
195,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
196,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
197,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
198,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
199,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
200,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
201,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
202,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
203,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
204,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
205,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
206,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
207,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
208,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
209,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
210,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
211,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
212,456.76794114447125,23.593681863230923,6.653418551395537,195.3478142965309,204.66623849282814,189.61804495212314,563.9004720338296,52.35229600802867
